"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
1,15,225,1970,37.95003,8.783423,2,50100,61200,52500,0,0,0.0219,0,0.0219,0,19,5,2014,19,5,2014,19,5,2014
6,11,115,1751,38.81433,9.162173,1,61800,64200,63000,0,0,0.001,0,0.001,0,19,5,2014,19,5,2014,19,5,2014
1,7,86,876,38.81611,7.607222,2,65220,69300,65700,0,0,0.1,0,0.1,0,19,5,2014,19,5,2014,19,5,2014
6,14,46,1754,38.8575,8.688889,2,70140,75300,71700,0,0,0.0947,0,0.0947,0,19,5,2014,19,5,2014,19,5,2014
2,8,6,55,37.1,8.216667,2,73020,74700,73380,0,0,0.005,0,0.005,0,19,5,2014,19,5,2014,19,5,2014
6,14,1,318,39.33611,8.142222,2,73500,77400,75000,0,0,0.118,0,0.118,0,19,5,2014,19,5,2014,19,5,2014
4,1,36,406,40.68139,8.595,2,75240,80100,76020,0,0,0.0058,0,0.0058,0,19,5,2014,19,5,2014,19,5,2014
1,12,157,209,39.45039,7.70639,2,2820,7800,3360,0,0,0.0708,0,0.0708,0,20,5,2014,20,5,2014,20,5,2014
2,8,233,1673,37.15639,7.791389,2,54240,60600,55320,0,0,0.166,0,0.166,0,20,5,2014,20,5,2014,20,5,2014
2,8,233,1709,37.19194,7.682222,5,58140,65280,59220,0,0.18,0,0.18,0.18,0,21,5,2014,21,5,2014,21,5,2014
1,2,68,673,37.77694,7.978611,2,43140,48540,44580,0,0,8.6,0,8.6,0,22,5,2014,22,5,2014,22,5,2014
6,15,10,72,38.74926,8.962464,2,50580,52380,50760,0,0,0.2608,0,0.2608,0,22,5,2014,22,5,2014,22,5,2014
6,10,158,1274,39.31715,9.236985,2,54480,57600,55320,0,0,0.002,0,0.002,0,22,5,2014,22,5,2014,22,5,2014
1,12,56,1243,39.00767,7.070207,2,55080,55920,54010.7481496299,0,0,0.0355,0,0.0355,1,23,5,2014,5,8,2015,23,5,2014
1,12,56,1243,39.00799,7.069112,2,58500,60660,54010.7481496299,0,0,0.357,0,0.357,1,23,5,2014,5,8,2015,23,5,2014
2,8,224,1968,37.14806,8.448889,2,61380,68400,62340,0,0,0.4161,0,0.4161,0,23,5,2014,23,5,2014,23,5,2014
1,2,168,1721,37.46167,8.339722,2,66420,74100,67200,0,0,0.4774,0,0.4774,0,23,5,2014,23,5,2014,23,5,2014
1,12,81,240,38.85694,7.186944,2,45300,50280,46680,0,0,0.0502,0,0.0502,0,24,5,2014,24,5,2014,24,5,2014
1,2,151,163,38.23472,7.208889,2,49500,54000,52200,0,0,2.4,0,2.4,0,24,5,2014,24,5,2014,24,5,2014
6,14,235,1868,39.56639,8.443333,2,50940,53340,51720,0,0,0.2235,0,0.2235,0,24,5,2014,24,5,2014,24,5,2014
3,5,63,2046,39.94306,7.5425,2,54900,64800,56100,0,0,0.877,0,0.877,0,24,5,2014,24,5,2014,24,5,2014
7,9,259,515,41.00806,7.104444,4,61620,68100,63900,1,3.4,0.5,4.4,4.9,0,24,5,2014,24,5,2014,24,5,2014
1,12,188,1185,39.06056,8.141667,2,61920,68400,64200,0,0,0.9754,0,0.9754,0,24,5,2014,24,5,2014,24,5,2014
3,9,94,2642,40.94444,7.018611,4,62460,67680,63000,0,6.2,0,6.2,6.2,0,24,5,2014,24,5,2014,24,5,2014
3,5,265,2632,39.665,7.639444,2,62520,68400,63000,0,0,1.32,0,1.32,0,24,5,2014,24,5,2014,24,5,2014
5,18,73,698,41.08301,8.198584,5,62760,72480,64200,0,0.001,0,0.001,0.001,0,24,5,2014,24,5,2014,24,5,2014
6,14,8,1165,39.48973,8.640313,2,64860,69660,66600,0,0,0.015,0,0.015,0,24,5,2014,24,5,2014,24,5,2014
6,14,235,477,39.62278,8.468333,5,72480,75780,73080,0.0653,0,0,0.0653,0.0653,1,24,5,2014,24,5,2014,24,5,2014
2,8,224,1968,37.21222,8.403889,2,79200,82140,79680,0,0,0.0151,0,0.0151,0,24,5,2014,24,5,2014,24,5,2014
2,8,114,1507,37.08222,8.111667,5,54180,61800,55020,0,0.1,0,0.1,0.1,0,25,5,2014,25,5,2014,25,5,2014
7,4,13,2243,41.31278,7.013056,5,60000,65280,60900,0,0.47,0,0.47,0.47,0,25,5,2014,25,5,2014,25,5,2014
7,4,120,2663,41.6768,7.060734,5,61020,70200,63300,0,0.09,0,0.09,0.09,0,25,5,2014,25,5,2014,25,5,2014
6,14,235,1326,39.51583,8.45,2,63000,70020,64980,0,0,0.179,0,0.179,0,25,5,2014,25,5,2014,25,5,2014
1,2,151,1741,38.13139,7.456111,2,64140,69000,65100,0,0,1.4,0,1.4,0,25,5,2014,25,5,2014,25,5,2014
4,18,272,2537,40.67306,8.101389,5,81300,4800,82800,0.001,0,0,0.001,0.001,0,25,5,2014,25,5,2014,26,5,2014
3,9,184,2465,40.75917,7.0175,1,30900,42120,31200,0,0,0.005,0,0.005,0,26,5,2014,26,5,2014,26,5,2014
7,4,13,2264,41.44194,6.931111,5,32640,38100,33540,0,0.005,0,0.005,0.005,0,26,5,2014,26,5,2014,26,5,2014
3,9,184,265,40.86694,7.169444,4,41040,76500,43200,0.5,11.5,0,12,12,0,26,5,2014,26,5,2014,26,5,2014
5,16,29,2132,41.99528,8.1975,5,49740,54600,50880,0.03,0.02,0,0.05,0.05,1,26,5,2014,26,5,2014,26,5,2014
1,2,44,1842,38.10306,7.878889,2,50700,56100,51600,0,0,1.2,0,1.2,0,26,5,2014,26,5,2014,26,5,2014
6,11,226,583,38.82453,9.462343,5,51360,56400,52620,0,0.09641,0,0.09641,0.09641,0,26,5,2014,26,5,2014,26,5,2014
2,8,89,1858,37.03972,7.948611,2,51660,56220,52140,0,0,0.003,0,0.003,0,26,5,2014,26,5,2014,26,5,2014
2,8,142,1172,37.30611,8.574167,1,52200,57600,52500,0,0,0.1,0,0.1,0,26,5,2014,26,5,2014,26,5,2014
5,16,244,542,41.9775,8.603333,5,52560,57300,53100,0.042,0.042,0,0.084,0.084,0,26,5,2014,26,5,2014,26,5,2014
3,9,240,908,40.76832,7.21821,1,53160,60000,54600,0,0.012,0,0.012,0.012,0,26,5,2014,26,5,2014,26,5,2014
6,14,238,559,39.55605,8.555927,2,54240,58980,54720,0,0,0.31,0,0.31,0,26,5,2014,26,5,2014,26,5,2014
5,16,55,2629,41.80778,8.845833,5,58500,60900,58920,0,0.0015,0,0.0015,0.0015,1,26,5,2014,26,5,2014,26,5,2014
6,14,235,2123,39.67139,8.415556,2,63540,68400,64740,0,0,0.0603,0,0.0603,0,26,5,2014,26,5,2014,26,5,2014
5,13,39,1711,41.12972,8.084167,5,53940,58200,54480,0,0.2,0,0.2,0.2,1,27,5,2014,27,5,2014,27,5,2014
1,2,44,2160,37.9975,7.899722,2,54180,56700,54900,0,0,7e-04,0,7e-04,0,27,5,2014,27,5,2014,27,5,2014
4,10,192,1790,39.5996,8.815358,2,54240,56100,54540,0,0,0.002,0,0.002,0,27,5,2014,27,5,2014,27,5,2014
6,10,182,49,39.35717,9.376833,2,54720,57600,55380,0,0,0.0025,0,0.0025,0,27,5,2014,27,5,2014,27,5,2014
6,14,21,129,39.26,8.584722,2,54900,61620,55200,0,0,0.9226,0,0.9226,0,27,5,2014,27,5,2014,27,5,2014
1,2,151,1741,38.13944,7.378889,2,57480,60600,58980,0,0,0.9,0,0.9,1,27,5,2014,27,5,2014,27,5,2014
1,2,151,1745,38.13167,7.331944,2,57840,60900,59100,0,0,0.1,0,0.1,1,27,5,2014,27,5,2014,27,5,2014
6,10,54,2177,39.41917,9.123889,2,63000,66000,63420,0,0,0.03,0,0.03,0,27,5,2014,27,5,2014,27,5,2014
7,4,136,1150,41.50384,6.275549,5,69180,74820,69180,0,0.08,0,0.08,0.08,0,27,5,2014,27,5,2014,27,5,2014
6,15,222,2155,38.55278,8.760278,5,71400,73200,71640,0,0.0136,0,0.0136,0.0136,0,27,5,2014,27,5,2014,27,5,2014
3,9,96,844,40.67889,7.439722,5,40380,46680,41700,0,0.1,0,0.1,0.1,0,28,5,2014,28,5,2014,28,5,2014
2,8,191,1472,37.12472,8.535278,2,55260,60240,55980,0,0,0.05,0,0.05,0,28,5,2014,28,5,2014,28,5,2014
1,12,188,2342,39.27306,8.013056,2,57720,58500,57720,0,0,0.002,0,0.002,0,28,5,2014,28,5,2014,28,5,2014
6,14,167,1920,39.66917,8.542222,2,59820,67740,60000,0,0,0.6685,0,0.6685,0,28,5,2014,28,5,2014,28,5,2014
7,4,120,1418,41.42724,6.867465,5,60600,70800,62100,0.12,0,0,0.12,0.12,0,28,5,2014,28,5,2014,28,5,2014
6,10,9,2121,39.62611,8.949444,2,67860,70200,68400,0,0,0.005,0,0.005,0,28,5,2014,28,5,2014,28,5,2014
5,3,40,1218,41.54472,8.665833,5,4740,7800,5220,0,0.005,0,0.005,0.005,0,29,5,2014,29,5,2014,29,5,2014
1,7,196,1196,38.48444,7.576389,1,41580,46200,54010.7481496299,0,0,0.005,0,0.005,0,29,5,2014,5,8,2015,29,5,2014
6,15,10,72,38.74926,8.962464,2,42240,49800,42600,0,0,0.4183,0,0.4183,0,29,5,2014,29,5,2014,29,5,2014
3,9,94,99,40.95667,7.041111,5,51780,61500,51780,0,0.61,0,0.61,0.61,0,29,5,2014,29,5,2014,29,5,2014
7,18,212,2484,41.1216,7.322242,5,58140,67500,59400,0,0.76,0,0.76,0.76,0,29,5,2014,29,5,2014,29,5,2014
7,4,237,2117,41.25611,7.085556,4,61020,72600,61080,0,2.2,0,2.2,2.2,0,29,5,2014,29,5,2014,29,5,2014
3,5,108,1616,39.70967,7.064663,5,62340,72000,63480,0,0.6796,0.6794,0.6796,1.359,1,29,5,2014,29,5,2014,29,5,2014
6,15,10,72,38.7116,8.876573,5,43440,48900,44700,0,0.0616,0,0.0616,0.0616,0,30,5,2014,30,5,2014,30,5,2014
1,2,151,163,38.27,7.277222,2,46200,64800,49200,0,0,73.2,0,73.2,0,30,5,2014,30,5,2014,30,5,2014
7,4,97,834,41.09014,6.835867,5,47820,50400,48000,0,0.002,0,0.002,0.002,0,30,5,2014,30,5,2014,30,5,2014
6,14,19,327,39.14657,8.67969,5,55920,66780,57060,0,0.0417,0,0.0417,0.0417,0,30,5,2014,30,5,2014,30,5,2014
1,15,208,8,38.00222,8.486111,4,58620,69420,59700,1.15,0,0,1.15,1.15,0,30,5,2014,30,5,2014,30,5,2014
6,14,203,1089,39.0475,8.7025,2,63180,68400,63660,0,0,0.4919,0,0.4919,1,30,5,2014,30,5,2014,30,5,2014
5,16,187,798,41.85944,8.561944,4,65700,82980,66600,2.5,0,0,2.5,2.5,0,30,5,2014,30,5,2014,30,5,2014
1,12,79,2224,39.335,7.878333,4,68580,78840,54010.7481496299,2.443,0,0,2.443,2.443,0,30,5,2014,5,8,2015,30,5,2014
7,4,97,800,41.18731,6.751715,5,69060,73500,70500,0,0.01,0,0.01,0.01,0,30,5,2014,30,5,2014,30,5,2014
2,8,6,1316,37.19472,8.207222,5,69120,78000,70200,0,0.38,0,0.38,0.38,0,30,5,2014,30,5,2014,30,5,2014
7,9,259,2616,41.12,7.116111,4,80520,30600,82800,1,30,4,31,35,0,30,5,2014,30,5,2014,31,5,2014
6,14,167,2258,39.71194,8.453056,5,40680,49020,41100,0,0.0522,0,0.0522,0.0522,1,31,5,2014,31,5,2014,31,5,2014
6,14,238,2408,39.48833,8.480278,2,42480,46500,43080,0,0,0.0656,0,0.0656,0,31,5,2014,31,5,2014,31,5,2014
4,18,270,2158,40.76944,7.793333,5,50640,58800,51300,0,0.015,0,0.015,0.015,0,31,5,2014,31,5,2014,31,5,2014
5,13,253,2571,41.32417,8.701667,4,51000,63900,51900,1.29,0.14,0,1.43,1.43,0,31,5,2014,31,5,2014,31,5,2014
3,9,18,2135,40.53139,6.995556,1,55920,64800,57840,0,1,0,1,1,0,31,5,2014,31,5,2014,31,5,2014
3,5,108,2076,39.92072,7.041817,4,56220,61800,57600,8.433,0,14.483,8.433,22.916,0,31,5,2014,31,5,2014,31,5,2014
7,17,49,305,41.70806,7.731667,5,57840,70620,64200,0,0.5,0,0.5,0.5,0,31,5,2014,31,5,2014,31,5,2014
2,8,114,350,37.12306,8.192222,5,60660,65760,61800,0,0.001,0,0.001,0.001,0,31,5,2014,31,5,2014,31,5,2014
3,9,240,1332,40.81472,7.430556,5,60780,69000,62100,0.15,0,0,0.15,0.15,0,31,5,2014,31,5,2014,31,5,2014
6,14,207,1896,39.20694,8.590278,2,61260,70560,62700,0,0,0.8458,0,0.8458,0,31,5,2014,31,5,2014,31,5,2014
6,14,119,676,39.60556,7.925833,5,61260,66420,62220,0,0.0402,0,0.0402,0.0402,1,31,5,2014,31,5,2014,31,5,2014
6,14,21,129,39.25,8.533333,2,68460,73800,69300,0,0,0.5,0,0.5,0,31,5,2014,31,5,2014,31,5,2014
1,12,56,1243,39.0082,7.071772,2,74760,76860,54010.7481496299,0,0,0.0592,0,0.0592,1,31,5,2014,5,8,2015,31,5,2014
3,9,184,686,40.84611,7.178889,2,77100,83520,77760,0,0,0.001,0,0.001,0,31,5,2014,31,5,2014,31,5,2014
6,14,256,1497,39.48036,8.352175,5,81300,900,82020,0,0.0937,0,0.0937,0.0937,1,31,5,2014,31,5,2014,1,6,2014
6,14,207,1612,39.31667,8.716667,2,34440,38640,35520,0,0,0.0356,0,0.0356,0,1,6,2014,1,6,2014,1,6,2014
2,8,233,588,37.2025,7.611944,4,37260,41700,38400,0,3.61,0,3.61,3.61,0,1,6,2014,1,6,2014,1,6,2014
3,9,202,544,40.53417,7.051667,4,41820,55800,42000,0.1,2.9,0,3,3,0,1,6,2014,1,6,2014,1,6,2014
1,12,229,2001,38.99874,7.728108,2,47520,51300,54010.7481496299,0,0,0.002,0,0.002,0,1,6,2014,5,8,2015,1,6,2014
1,2,16,1595,37.89806,8.2425,2,48300,51900,49200,0,0,1.064,0,1.064,0,1,6,2014,1,6,2014,1,6,2014
2,8,11,74,37.49778,7.57,5,49560,62700,50700,0,0.406,0,0.406,0.406,0,1,6,2014,1,6,2014,1,6,2014
1,2,151,1741,38.13806,7.417778,2,53820,58500,54300,0,0,0.4,0,0.4,1,1,6,2014,1,6,2014,1,6,2014
3,9,94,1102,40.9225,6.898889,4,54600,66900,55200,0,6.7,0,6.7,6.7,0,1,6,2014,1,6,2014,1,6,2014
1,7,86,1695,38.85861,7.576667,1,56940,62400,57300,0,0,0.045,0,0.045,0,1,6,2014,1,6,2014,1,6,2014
4,18,270,2353,40.63806,7.924444,5,57600,60600,58200,0.001,0,0,0.001,0.001,0,1,6,2014,1,6,2014,1,6,2014
1,12,56,1243,39.00947,7.069203,2,57780,59760,54010.7481496299,0,0,0.0092,0,0.0092,1,1,6,2014,5,8,2015,1,6,2014
2,8,114,1775,37.17194,7.988611,2,58200,64620,58740,0,0,0.035,0,0.035,0,1,6,2014,1,6,2014,1,6,2014
7,4,51,1436,41.67885,6.76596,5,58320,62940,59400,0,0.06,0,0.06,0.06,0,1,6,2014,1,6,2014,1,6,2014
6,15,17,2213,38.65722,9.195833,5,58680,64440,59220,0,0.01,0,0.01,0.01,0,1,6,2014,1,6,2014,1,6,2014
1,7,33,227,38.82583,8.000833,2,58980,61860,61140,0,0,1.1,0,1.1,0,1,6,2014,1,6,2014,1,6,2014
1,12,79,2224,39.38139,7.725278,2,59100,65400,59100,0,0,1.084,0,1.084,0,1,6,2014,1,6,2014,1,6,2014
5,16,248,208,41.79167,8.729167,5,62220,70620,63300,0,0.1,0,0.1,0.1,0,1,6,2014,1,6,2014,1,6,2014
7,17,145,1318,41.86,7.755,4,62460,70920,63000,0.5,1.5,0,2,2,0,1,6,2014,1,6,2014,1,6,2014
4,6,117,2289,40.12722,8.242222,2,65700,69480,65880,0,0,0.03,0,0.03,0,1,6,2014,1,6,2014,1,6,2014
1,12,56,1243,39.00867,7.068233,2,69180,71580,54010.7481496299,0,0,0.0086,0,0.0086,1,1,6,2014,5,8,2015,1,6,2014
1,2,44,1699,38.02111,7.849722,2,85380,1800,86280,0,0,0.03,0,0.03,1,1,6,2014,1,6,2014,2,6,2014
6,11,160,1265,38.78167,9.096667,1,49260,50700,49680,0,0.003,0,0.003,0.003,0,2,6,2014,2,6,2014,2,6,2014
1,15,208,1747,37.85667,8.589167,5,51240,60900,51720,0.045,0,0,0.045,0.045,0,2,6,2014,2,6,2014,2,6,2014
3,9,104,1313,40.4625,7.653611,5,52800,61680,53100,0.135,0,0,0.135,0.135,1,2,6,2014,2,6,2014,2,6,2014
1,2,151,1741,38.13806,7.417778,2,53820,62400,58200,0,0,1.2,0,1.2,0,2,6,2014,2,6,2014,2,6,2014
6,15,148,2312,38.70694,8.973056,5,54180,59400,54600,0,0.2146,0,0.2146,0.2146,0,2,6,2014,2,6,2014,2,6,2014
3,9,130,1302,40.94917,7.282222,4,56160,1200,56220,0,10,3.5,10,13.5,0,2,6,2014,2,6,2014,3,6,2014
5,3,52,382,41.57333,8.059167,4,59700,63420,60420,2,0,0,2,2,1,2,6,2014,2,6,2014,2,6,2014
4,6,93,984,40.05694,8.819722,2,59880,63360,60300,0,0,0.01,0,0.01,0,2,6,2014,2,6,2014,2,6,2014
1,15,7,2060,38.27528,8.166667,2,63900,81300,64800,0,0,33.4,0,33.4,0,2,6,2014,2,6,2014,2,6,2014
2,8,6,55,37.08944,8.267222,2,67800,70260,68040,0,0,0.001,0,0.001,0,2,6,2014,2,6,2014,2,6,2014
2,8,224,1412,37.09944,8.324167,2,74100,85440,74940,0,0,0.744,0,0.744,0,2,6,2014,2,6,2014,2,6,2014
5,3,234,280,41.69972,8.318889,4,29760,35580,30600,0.5,1.4,0,1.9,1.9,0,3,6,2014,3,6,2014,3,6,2014
6,10,47,1610,39.32472,9.178889,2,40080,43620,41760,0,0,1e-04,0,1e-04,0,3,6,2014,3,6,2014,3,6,2014
6,14,167,1257,39.74306,8.6675,2,44040,49140,44460,0,0,0.5988,0,0.5988,0,3,6,2014,3,6,2014,3,6,2014
1,2,91,1264,38.16667,8.149444,2,46380,51000,47100,0,0,0.1993,0,0.1993,0,3,6,2014,3,6,2014,3,6,2014
3,5,99,1426,40.19417,7.449444,2,47580,52500,48960,0,0,0.041,0,0.041,0,3,6,2014,3,6,2014,3,6,2014
6,14,77,366,38.8375,8.576667,2,49320,56940,50700,0,0,0.1422,0,0.1422,0,3,6,2014,3,6,2014,3,6,2014
1,12,56,1243,38.93915,7.066827,2,53640,60660,54010.7481496299,0,0,0.8562,0,0.8562,0,3,6,2014,5,8,2015,3,6,2014
1,12,56,1256,39.03777,7.092257,2,55740,63000,54010.7481496299,0,0,0.0917,0,0.0917,1,3,6,2014,5,8,2015,3,6,2014
5,13,253,2571,41.31306,8.719444,5,57300,63000,57900,0.14,0.03,0,0.17,0.17,0,3,6,2014,3,6,2014,3,6,2014
6,11,121,2276,38.90361,9.359722,1,57540,59400,57840,0,0.005,0,0.005,0.005,0,3,6,2014,3,6,2014,3,6,2014
1,7,87,1246,38.45444,7.964722,4,59220,75000,61200,2.88,0,23.47,2.88,26.35,0,3,6,2014,3,6,2014,3,6,2014
1,7,86,1695,38.85278,7.593056,2,60060,66600,60600,0,0,0.5078,0,0.5078,0,3,6,2014,3,6,2014,3,6,2014
3,5,265,2632,39.665,7.639444,2,60180,69900,60720,0.1,0,2.1,0.1,2.2,0,3,6,2014,3,6,2014,3,6,2014
5,3,40,1479,41.54833,8.517778,5,61500,75300,62400,0,0.29,0,0.29,0.29,1,3,6,2014,3,6,2014,3,6,2014
5,16,248,2614,41.69111,8.838611,5,61800,66300,63000,0,0.0215,0,0.0215,0.0215,1,3,6,2014,3,6,2014,3,6,2014
4,1,36,1569,40.64,8.647778,5,64440,79500,65100,0.8912,0,0,0.8912,0.8912,1,3,6,2014,3,6,2014,3,6,2014
1,7,33,227,38.72417,7.986944,2,65160,68400,65760,0,0,0.0296,0,0.0296,0,3,6,2014,3,6,2014,3,6,2014
5,3,258,2285,41.44833,8.521944,4,66660,81000,67200,2.47,0,0,2.47,2.47,0,3,6,2014,3,6,2014,3,6,2014
6,14,77,613,38.98389,8.406944,5,69240,74700,70440,0,0.0573,0,0.0573,0.0573,0,3,6,2014,3,6,2014,3,6,2014
5,18,198,1799,41.10306,7.924722,5,70080,73980,70800,0,0.01,0,0.01,0.01,0,3,6,2014,3,6,2014,3,6,2014
3,5,108,1616,39.71333,7.0875,5,70200,77220,71700,0,0.03,0,0.03,0.03,1,3,6,2014,3,6,2014,3,6,2014
5,16,244,542,42.04333,8.591389,5,75720,79200,76560,0,0.028,0,0.028,0.028,0,3,6,2014,3,6,2014,3,6,2014
1,2,151,1741,38.1175,7.448889,2,82800,85080,83940,0,0,0.0052,0,0.0052,0,3,6,2014,3,6,2014,3,6,2014
5,16,187,1580,41.77778,8.531111,5,6180,11100,6960,0.05,0,0,0.05,0.05,0,4,6,2014,4,6,2014,4,6,2014
7,4,138,379,41.36167,6.761944,2,40080,46500,40800,0,0,0.161,0,0.161,0,4,6,2014,4,6,2014,4,6,2014
6,15,217,597,38.64194,9.156944,5,44040,47040,44520,0,0.005,0,0.005,0.005,0,4,6,2014,4,6,2014,4,6,2014
3,9,240,1332,40.81528,7.430833,5,44580,48660,45600,0.01,0,0,0.01,0.01,0,4,6,2014,4,6,2014,4,6,2014
5,3,193,699,41.58306,8.159722,4,49500,63000,51000,1,0.09,0,1.09,1.09,0,4,6,2014,4,6,2014,4,6,2014
4,9,3,2013,40.82139,7.465,5,49800,54900,51120,0.05,0,0,0.05,0.05,1,4,6,2014,4,6,2014,4,6,2014
4,10,43,304,39.67139,8.822778,2,53040,56100,53400,0,0,0.1,0,0.1,0,4,6,2014,4,6,2014,4,6,2014
4,10,175,1383,39.98222,8.176111,5,53400,59520,54000,0.04,0.0017,0,0.0417,0.0417,1,4,6,2014,4,6,2014,4,6,2014
7,4,137,1099,41.555,7.1175,2,56160,72900,57360,0,0.13,3,0.13,3.13,0,4,6,2014,4,6,2014,4,6,2014
1,7,152,908,38.21111,7.184722,2,63060,75600,63900,0,0,11.19,0,11.19,0,4,6,2014,4,6,2014,4,6,2014
6,15,217,172,38.62778,9.115278,5,68640,71700,68940,0,0.033,0,0.033,0.033,0,4,6,2014,4,6,2014,4,6,2014
4,6,57,2050,40.30472,8.748889,5,69300,74400,70260,0.03,0,0,0.03,0.03,1,4,6,2014,4,6,2014,4,6,2014
5,18,198,1570,41.12583,7.880833,5,84540,2940,84720,0,0.01,0,0.01,0.01,0,4,6,2014,4,6,2014,5,6,2014
3,5,78,2072,40.23111,7.518333,2,85140,1680,86100,0,0,4e-04,0,4e-04,0,4,6,2014,4,6,2014,5,6,2014
5,18,198,1570,41.10528,7.955,5,39240,42000,39240,0,0.015,0,0.015,0.015,0,5,6,2014,5,6,2014,5,6,2014
1,15,225,1970,37.95694,8.860278,5,57720,60360,58080,0,0.005,0,0.005,0.005,0,5,6,2014,5,6,2014,5,6,2014
1,2,44,1675,37.95639,7.839722,2,59100,66600,60300,0,0,4.4,0,4.4,0,5,6,2014,5,6,2014,5,6,2014
1,7,246,2536,38.67611,8.459444,1,63000,65700,63300,0,0,0.005,0,0.005,0,5,6,2014,5,6,2014,5,6,2014
4,1,36,694,40.68139,8.595,2,65820,71100,66300,0,0,0.0095,0,0.0095,0,5,6,2014,5,6,2014,5,6,2014
6,15,148,2333,38.7675,8.625556,2,67020,78600,68100,0,0,0.092,0,0.092,1,5,6,2014,5,6,2014,5,6,2014
6,15,148,2149,38.71361,8.973333,2,77040,81000,77580,0,0,0.0594,0,0.0594,1,5,6,2014,5,6,2014,5,6,2014
3,9,94,689,40.99722,6.958333,4,77400,85200,78600,0,2.1,0.1,2.1,2.2,0,5,6,2014,5,6,2014,5,6,2014
1,2,44,1699,38.03472,7.864167,2,79020,83700,80100,0,0,0.638,0,0.638,1,5,6,2014,5,6,2014,5,6,2014
5,3,234,280,41.69972,8.318889,5,82620,7800,83700,0.1,0.05,0,0.15,0.15,0,5,6,2014,5,6,2014,6,6,2014
1,15,7,1704,38.40252,8.513732,2,45000,51300,45600,0,0,0.28,0,0.28,0,6,6,2014,6,6,2014,6,6,2014
1,15,208,8,37.9946,8.471668,1,55920,66900,57000,0,0,0.0991,0,0.0991,0,6,6,2014,6,6,2014,6,6,2014
6,14,214,1902,39.54623,8.172202,5,66060,68220,66180,0,0.0099,0,0.0099,0.0099,1,6,6,2014,6,6,2014,6,6,2014
1,2,151,1745,38.12639,7.306389,2,70200,75120,73140,0,0,0.0306,0,0.0306,0,6,6,2014,6,6,2014,6,6,2014
1,2,44,1699,38.02778,7.860556,2,70320,73500,71220,0,0,0.06,0,0.06,1,6,6,2014,6,6,2014,6,6,2014
1,2,219,1695,37.98056,7.646944,2,39000,40800,40020,0,0,7,0,7,0,7,6,2014,7,6,2014,7,6,2014
6,14,238,2317,39.55833,8.487778,2,61080,67200,61860,0,0,0.1667,0,0.1667,0,7,6,2014,7,6,2014,7,6,2014
5,16,248,28,41.77382,8.845865,5,69720,72900,70500,0,0.02,0,0.02,0.02,0,7,6,2014,7,6,2014,7,6,2014
4,10,192,130,39.57619,8.725157,5,80640,0,81600,0,2e-04,0,2e-04,2e-04,0,7,6,2014,7,6,2014,8,6,2014
6,14,1,1388,39.47603,8.133805,2,82020,82020,82020,0,0,0.2739,0,0.2739,0,7,6,2014,7,6,2014,7,6,2014
1,2,41,291,38.14194,7.054444,4,39600,47700,41820,6.4,0,0,6.4,6.4,0,8,6,2014,8,6,2014,8,6,2014
2,8,162,1171,37.0575,7.768889,2,58440,64440,59220,0,0,0.2,0,0.2,0,8,6,2014,8,6,2014,8,6,2014
6,14,60,1464,39.15485,8.85259,2,63480,73800,64020,0,0,2.685,0,2.685,0,8,6,2014,8,6,2014,8,6,2014
6,14,167,1276,39.70397,8.608005,2,66120,67980,66240,0,0,0.0404,0,0.0404,0,8,6,2014,8,6,2014,8,6,2014
1,2,151,1789,38.19917,7.481389,2,77400,81000,79920,0,0,0.0156,0,0.0156,0,8,6,2014,8,6,2014,8,6,2014
1,2,249,1381,38.12556,7.626111,4,78960,9300,80640,4.24,0,0,4.24,4.24,1,8,6,2014,8,6,2014,9,6,2014
3,5,108,2275,40.02333,6.908611,2,36600,42120,39060,0,0,0.214,0,0.214,0,9,6,2014,9,6,2014,9,6,2014
3,9,94,689,40.93611,6.914722,5,49320,53100,50100,0,0.85,0,0.85,0.85,0,9,6,2014,9,6,2014,9,6,2014
6,15,171,1451,38.65528,8.725556,2,54180,60840,54900,0,0,0.7834,0,0.7834,0,9,6,2014,9,6,2014,9,6,2014
2,8,114,1507,37.09639,8.095278,4,63180,75660,64020,0,2.1055,0,2.1055,2.1055,0,9,6,2014,9,6,2014,9,6,2014
6,5,220,1384,39.88571,8.14034,2,67080,76500,67920,0,0,0.04,0,0.04,0,9,6,2014,9,6,2014,9,6,2014
6,15,217,744,38.57141,9.087621,5,68460,75720,70440,0,0.1,0,0.1,0.1,0,9,6,2014,9,6,2014,9,6,2014
5,16,248,28,41.77382,8.845865,5,68880,72720,69600,0,0.02,0,0.02,0.02,0,9,6,2014,9,6,2014,9,6,2014
2,8,89,711,37.10917,7.914722,2,75180,79200,76200,0,0,0.0155,0,0.0155,0,9,6,2014,9,6,2014,9,6,2014
1,2,44,1699,38.02361,7.8575,2,180,2100,900,0,0,0.057,0,0.057,1,10,6,2014,10,6,2014,10,6,2014
6,14,214,1902,39.54248,8.15551,2,37620,41340,37740,0,0,0.0336,0,0.0336,0,10,6,2014,10,6,2014,10,6,2014
